"plan_id","name","edu_section_binary","edu_section_detail","edu_strategy","edu_what","edu_target_audience","edu_content_type","edu_topic","edu_staff_binary","edu_staff_detail","edu_funding_binary","edu_funding_detail","edu_outcome_binary","edu_outcome_detail","edu_indicator_binary","edu_indicator_detail","obs_id"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Raise public awareness, appreciation and support for the reserve and its role in the Southern Ocean as far as possible through exhibitions, books, popular and scientific articles and other means","Media marketing and science communication","General public; Local residents; Media journalists; Government officials; Organizations as potential collaborators; Scientists; Park administration","Development; Implementation","EE",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","346"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Promote the use of the reserve as a ‘living laboratory’ to emerging researchers, while allowing access specifically to previously marginalized people","Improve visitor infrastructure","Scientists; Visitors; Park administration; Local residents","Development; Implementation","Other",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","347"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Encourage emerging and established researchers to engage in and contribute towards environmental management issues","Invest in broad organization relationships","Scientists; Visitors; Park administration; Organizations as potential collaborators","Development; Implementation","EE",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","348"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Enhance the experience of expeditioners to the reserve through environmental interpretation and education","Improve visitor infrastructure","Visitors","Development; Implementation","EE",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","349"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Educate expeditioners to the reserve about environmental issues at the islands, so that expeditioners are committed and enabled to contribute to the islands’ conservation","Improve visitor infrastructure","Visitors","Development; Implementation","EE",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","350"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Build environmental management capacity within Directorate: Southern Oceans and Antarctic Support","Park staff leadership development, training, and/or expansion","Park administration; Visitors","Development; Implementation","EE",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","351"
70,"Prince Edwards Island",1,"2.2.21 Environmental awareness and education","Integrate environmental education into all training of personnel involved with the South African National Antarctic Programme; and enhance environmental literacy of personnel","Park staff leadership development, training, and/or expansion","Park administration; Visitors","Development; Implementation","EE",1,"South Africa Prince Edward Islands Department of Environmental Affairs",0,"Not specified",1,"Play an important role in furthering an ethic for sustainable environmental practices",0,"N/A","352"
71,"Tsitskikamma National Park",1,"3.3.2 Educational Development Programme","The park offers a range of day programmes as well as overnight programmes to interpret the park’s rich natural and cultural heritage.","Improve visitor infrastructure","Schools, students, and educators; Visitors; Local residents; Organizations as potential collaborators","Development; Implementation; Evaluation","EE",1,"Marine Protected Area staff with Non Government Organisations (NGOs) and Community Based Organisations (CBOs)",0,"Not specified",1,"Local schools and communities were highlighted as potential focus groups that are not yet part of the main park user groups by the initial analysis process that guid- ed the design of the various educational programmes. Hence, the programmes that form part of this plan aims to address this “imbalance”.",0,"N/A","353"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Seek to link to existing programmes such as the Kogelberg Biosphere Reserve awareness project, information pamphlets an the school programmes offered by the Harold Porter Botanical Garden.","Collaborate toward community presentations and/or workshops","Schools, students, and educators; Visitors; Organizations as potential collaborators","Development; Implementation","EE",1,"Marine Protected Area staff",0,"Not specified",1,"Protection of marine biodiversity of Betty‘s Bay Marine Protected Area (MPA) and the surrounding areas through achieving market and public awareness of the Betty‘s Bay MPA and the values, services and products offered.",0,"N/A","354"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Appropriate Signage at key predetermined sites that are highly visible and relevant to the user group in question","Improve signage and target communication of park rules","Local residents; Fishers; Visitors","Development; Implementation","Compliance",1,"Marine Protected Area staff",0,"Not specified",1,"Protection of marine biodiversity of Betty‘s Bay Marine Protected Area (MPA) and the surrounding areas through achieving market and public awareness of the Betty‘s Bay MPA and the values, services and products offered.",0,"N/A","355"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Compiling and distribution of information and compliance pamphlets","Improve signage and target communication of park rules","Local residents; Fishers; Visitors","Development; Implementation","Compliance",1,"Marine Protected Area staff",0,"Not specified",1,"Provide information on the benefits/importance of the Betty‘s Bay Marine Protected Area to all user groups and visitors through a range of communication strategies.",0,"N/A","356"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Implementation of School programmes","School presentations and/or workshops","Schools, students, and educators; Local residents","Development; Implementation","EE",1,"Marine Protected Area staff",0,"Not specified",1,"Provide information on the benefits/importance of the Betty‘s Bay Marine Protected Area to all user groups and visitors through a range of communication strategies.",0,"N/A","357"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Broadcasting over radio programmes, articles in the newspaper and local magazines, presenting at events when requested","Media marketing and science communication","Media journalists; General public; Local residents","Development; Implementation","EE",1,"Marine Protected Area staff",0,"Not specified",1,"Provide information on the benefits/importance of the Betty‘s Bay Marine Protected Area to all user groups and visitors through a range of communication strategies.",0,"N/A","358"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Interacting positively with the Betty‘s Bay Boat and Overstrand fishing clubs (see Section B.2.13)","Invest in broad organization relationships","Local residents; Fishers; Visitors","Implementation","EE",1,"Marine Protected Area staff",0,"Not specified",1,"Provide information on the benefits/importance of the Betty‘s Bay Marine Protected Area to all user groups and visitors through a range of communication strategies.",0,"N/A","359"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Participating and driving local and national events such as Marine Week activities, beach clean ups, diving events to promote the area, fish watch activities etc.","Clean up event","Local residents; General public; Visitors; Organizations as potential collaborators","Development; Implementation","EE",1,"Marine Protected Area staff",0,"Not specified",1,"Protection of marine biodiversity of Betty‘s Bay Marine Protected Area (MPA) and the surrounding areas through achieving market and public awareness of the Betty‘s Bay MPA and the values, services and products offered.",0,"N/A","360"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Interpret and disseminate Betty‘s Bay MPA research outputs for use by the non-research community.","Media marketing and science communication","General public; Visitors; Local residents; Schools, students, and educators; Visitors","Development; Implementation","EE",1,"Marine Protected Area staff",0,"Not specified",1,"Provide information on the benefits/importance of the Betty‘s Bay Marine Protected Area to all user groups and visitors through a range of communication strategies.",0,"N/A","361"
72,"Betty's Bay Marine Protected Area",1,"SECTION F: AWARENESS","Compiling appropriate Codes of Conduct for the different user groups as required","Targeted material toward local livelihoods","Local residents; Fishers; Visitors","Development; Implementation","Compliance",1,"Marine Protected Area staff",0,"Not specified",1,"Protection of marine biodiversity of Betty‘s Bay Marine Protected Area (MPA) and the surrounding areas through achieving market and public awareness of the Betty‘s Bay MPA and the values, services and products offered.",0,"N/A","362"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.1 Protect the marine biodiversity of Aliwal Shoal and the surrounding areas - Ensure that staff, permanent and voluntary, are suitably trained to be competent and capable to carrying out their duties and have a complete knowledge of the Aliwal Shoal MPA environment and management issues.","Park staff leadership development, training, and/or expansion","Park administration; Volunteers","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Achieve market and public awareness of the Aliwal Shoal MPA and the values, services and products offered.",0,"N/A","363"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.2 Provide opportunities for the multiple use of the area that are consistent with the long term protection of natural resources.","Targeted material toward local livelihoods","Visitors; Local residents; Local tourism operators","Development; Implementation; Evaluation","Compliance",0,"N/A",0,"Not specified",1,"In consultation with user groups, develop user group guidelines, codes of conduct, and environmental briefing standards that allow for use in a manner that protects the environment",0,"N/A","364"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.3 Address conflict between user groups over access to, and use of, the Marine Protected Area.","Targeted material toward local livelihoods","Local residents; Fishers","Development; Implementation","Compliance",0,"N/A",0,"Not specified",1,"In partnership with user groups, develop appropriate signage, information on zoning and resource information to reduce user conflicts and ensure protection of the marine environment.",0,"N/A","365"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.4 Promote voluntary compliance with Regulations and awareness of the marine ecosystem through education of interested and affected parties.","Targeted material toward local livelihoods","Local residents; Visitors; Fishers","Development; Implementation","Compliance",0,"N/A",0,"Not specified",1,"Provide information on the Aliwal Shoal MPA for inclusion in awareness at the community level, and provide support to educators to implement these materials.",0,"N/A","366"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.5 Encourage opportunities for the involvement and upliftment of previously disadvantaged communities in the vicinity of the Marine Protected Area.","Community presentations and/or workshops","Local residents","Development; Implementation","Other",0,"N/A",0,"Not specified",1,"Promote the understanding of the benefits of the MPA to the local community.",0,"N/A","367"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.6 Enhance marine protected area management through partnerships at the local, provincial, national, and international levels.","Invest in broad organization relationships","Organizations as potential collaborators; Park administration","Development; Implementation","Other",0,"N/A",0,"Not specified",1,"Consider development of a local MPA interpretative centre as a partnership opportunity.",0,"N/A","368"
73,"Aliwal Shoal Marine Protected Area",1,"7.3 Education Objectives and Strategies","7.3.7 Encourage public participation and voluntary compliance with Regulations through use of volunteers.","Local volunteer/steward program","Local residents; General public; Volunteers","Development; Implementation","EE and compliance",0,"N/A",0,"Not specified",1,"Develop a volunteer training programme for the Aliwal Shoal MPA.",0,"N/A","369"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Develop minimum standards for the provision of Reserve visitor facilities and services","Improve visitor infrastructure","Visitors; Park administration","Development","Other",1,"Reserve Manager and staff",0,"Not specified",1,"Minimum standards profile",0,"N/A","370"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Upgrade, and maintain, all existing reserve facilities and services to meet the minimum standards","Improve visitor infrastructure","Visitors; Park administration","Implementation","Other",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","371"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Map, clear, upgrade and maintain existing hiking trails. Where required, close and rehabilitate erodible trails. Where appropriate, design, clear, and maintain new hiking trails. Produce visitor map of trails.","Improve visitor infrastructure","Visitors","Development; Implementation","EE",1,"Reserve Manager and staff",0,"Not specified",1,"Map of rationalised hiking trail network",0,"N/A","372"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Develop a craft display and sale area in the vicinity of the Dwesa administration block and Cwebe entrance gate","Improve visitor infrastructure","Visitors; Local residents","Development; Implementation","Other",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","373"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Assess the feasibility of establishing Mountain Bike trails using the existing management track network","Improve visitor infrastructure","Visitors; Park administration","Development","Other",1,"Reserve Manager and staff",0,"Not specified",1,"Feasibility study",0,"N/A","374"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Establish horse riding trails using community guides and horses","Improve visitor infrastructure","Visitors; Local residents; Local tourism operators","Development; Implementation","EE",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","375"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Establish guided day and night drives for day and overnight visitors","Improve visitor infrastructure","Visitors; Local tourism operators","Development; Implementation","EE",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","376"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Develop canoeing and fly fishing trails on Mbashe estuary and river","Improve visitor infrastructure","Visitors; Local tourism operators","Development; Implementation","EE",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","377"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Provide directional and informational signage for all trails","Improve visitor infrastructure","Visitors; Local tourism operators","Development; Implementation","EE",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","378"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Support opportunities for the development of other approved recreational activities in the Reserve","Improve visitor infrastructure","Visitors; Local tourism operators","Development; Implementation","Other",1,"Reserve Manager and staff",0,"Not specified",0,"N/A",0,"N/A","379"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Support capacity building programs for local communities to provide visitor services in the Reserve (Guides, birding, boating, horses etc)","Promote alternative livelihoods","Visitors; Local tourism operators; Local residents","Development; Implementation","Other",1,"Reserve Manager and staff",0,"Not specified",1,"Local tourism service providers/guides",1,"60% of tourism services provided by locals by year 5","380"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Source external funding for development of adventure, educational and recreational products in the Reserve","Improve visitor infrastructure","Visitors; Local tourism operators; Local residents; Organizations as potential collaborators; Park administration","Development; Implementation","EE",1,"Reserve Manager and staff",0,"Not specified",1,"Number and profile for a range of activities available",1,"5 different recreational activities available by year 5","381"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Maintain daily profiles of the reserve visitors and users (e.g. numbers/group, age category, gender, time of visit, length of stay, nationality, etc.) in a standardised format","Improve visitor infrastructure","Visitors; Park administration","Implementation","Other",1,"Reserve Manager and staff",0,"Not specified",1,"Visitor/user profile database",0,"N/A","382"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Conduct extensive 2-yearly opinion surveys to assess the level of dissatisfaction and needs of the visitors/users","Evaluation of strategy","Visitors; Park administration","Development; Implementation; Evaluation","Other",1,"Reserve Manager and staff",0,"Not specified",1,"Visitor/user survey",0,"N/A","383"
74,"Dwesa-Cwebe Marine Protected Area",1,"OBJECTIVE 1: Provide a range of adventure, educational and recreational products in the Reserve","Use the visitor profiles and surveys as a decision-support tool to guide and direct the development and updating of the tourism development plan","Evaluation of strategy","Visitors; Park administration; Local residents; Local tourism operators","Development; Implementation; Evaluation","Other",1,"Reserve Manager and staff",0,"Not specified",1,"Tourism development plan",0,"N/A","384"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Understanding knowledge, attitude and practices of local stakeholders on the Sundarbans Reserved Forest","Evaluation of strategy","Local residents; Park administration","Development; Implementation; Evaluation","Other",1,"Forest Department; Sundarban Environmental and Livelihood Security Project; Co-Management Committee",0,"Not specified",1,"Local knowledge and aptitude used ind designing and implementing campaign",0,"N/A","385"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Campaigning on biodiversity conservation and nature interpretation through electronic and print media","Media marketing and science communication","General public; Visitors; Local residents","Development; Implementation","EE",1,"Forest Department; Sundarban Environmental and Livelihood Security Project; Co-Management Committee",0,"Not specified",1,"Aware stakeholders",0,"N/A","386"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Developing and implementing a branding framework","Media marketing and science communication","Park administration; General public","Development; Implementation","Other",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"Sundarbans Reserved Forest and Nishorgo brand a household name",0,"N/A","387"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Designing and putting up bill boards and at select places","Improve visitor infrastructure","Local residents; Visitors","Development; Implementation","Not directly stated",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"Bill Boards",0,"N/A","388"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Developing and spreading key biodiversity messages in the landscape","Media marketing and science communication","General public; Visitors; Local residents","Development; Implementation","EE",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"Key messages widely adopted in the landscape",0,"N/A","389"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Identifying possible conservation topics for taking up applied research studies","Evaluation of strategy","Park administration; Scientists; Organizations as potential collaborators","Development; Implementation; Evaluation","Other",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"Research topics documented",0,"N/A","390"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Holding key stakeholders consultations on the proposed list of identified research topics","Community presentations and/or workshops","Local residents; Park administration","Development; Implementation","EE",1,"Forest Department; Co-Management Committee; Stakeholders",0,"Not specified",1,"A short list prepared after stakeholders consultations",0,"N/A","391"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Identifying and networking with interested national organizations for conducting selected research studies","Invest in broad organization relationships","Park administration; Scientists; Organizations as potential collaborators","Development; Implementation","Other",1,"Forest Department",0,"Not specified",1,"Interested research organizations contacted",0,"N/A","392"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Developing a set of indicators for conservation monitoring (tiger, birds)","Collaborate on restoration and monitoring efforts","Park administration","Development; Implementation; Evaluation","Other",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"A set of indicators selected after consultations",0,"N/A","393"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Collecting and developing benchmark data/information base with respect to core indicators","Collaborate on restoration and monitoring efforts","Park administration","Development; Implementation; Evaluation","Other",1,"Nishorgo Support Project",0,"Not specified",1,"Benchmark surveys completed",0,"N/A","394"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Identifying regional and international organizations for networking and cross-learning","Invest in broad organization relationships","Park administration; Scientists; Organizations as potential collaborators","Development; Implementation","Other",1,"Nishorgo Support Project; Forest Department",0,"Not specified",1,"Relevant regional organizations contacted",0,"N/A","395"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Identifying required technical and community skills","Evaluation of strategy","Local residents; Park administration","Development; Implementation; Evaluation","Not directly stated",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"List of technical and communication skills",0,"N/A","396"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Preparing an overseas and in-country training plan for imparting training to all stakeholders","Collaborate toward community presentations and/or workshops","Local residents; Organizations as potential collaborators; Government officials","Development; Implementation","Not directly stated",1,"Forest Department",0,"Not specified",1,"Conservation training plan finalized",0,"N/A","397"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Imparting conservation education to students in the landscape schools an madrasas","School presentations and/or workshops","Schools, students, and educators","Development; Implementation","EE",1,"Forest Department; Co-Management Committee",0,"Not specified",1,"Educated students",0,"N/A","398"
75,"Sundarbans Wildlilfe Sanctuaries (East, West, South)",1,"9. Conservation Outreach, Conservation Research, Participatory Monitoring and Capacity Building Programs","Develop and implement a management information system","Evaluation of strategy","Park administration","Development; Implementation","Not directly stated",1,"Forest Department; Sundarban Environmental and Livelihood Security Project",0,"Not specified",1,"A management information system is in operation",0,"N/A","399"
76,"British Virgin Islands Marine Reserve Network",1,"GOAL 5: EDUCATION AND COMMUNITY ENGAGEMENT","Preserving natural ecosystems and providing opportunities for ecological and other scientific research.","Collaborate on restoration and monitoring efforts","Scientists","Development; Implementation","Other",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","400"
76,"British Virgin Islands Marine Reserve Network",1,"GOAL 5: EDUCATION AND COMMUNITY ENGAGEMENT","Providing opportunities for environmental education.","Community presentations and/or workshops","Schools, students, and educators; Local residents; Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","401"
76,"British Virgin Islands Marine Reserve Network",1,"GOAL 5: EDUCATION AND COMMUNITY ENGAGEMENT","Promoting appreciation of historical resources.","Media marketing and science communication","Local residents; Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","402"
76,"British Virgin Islands Marine Reserve Network",1,"GOAL 5: EDUCATION AND COMMUNITY ENGAGEMENT","Providing opportunities for research on the socio-economic impact of protected areas on local communities.","Evaluation of strategy","Scientists","Development; Implementation; Evaluation","Other",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","403"
76,"British Virgin Islands Marine Reserve Network",1,"GOAL 5: EDUCATION AND COMMUNITY ENGAGEMENT","Providing for the participation of interested groups and individuals in protected area planning and management.","Local volunteer/steward program","Local residents","Development; Implementation","Other",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","404"
76,"British Virgin Islands Marine Reserve Network",1,"GOAL 5: EDUCATION AND COMMUNITY ENGAGEMENT","Demonstrating that protected areas generate improved livelihoods and other social benefits for local communities.","Media marketing and science communication","Local residents","Development; Implementation","Other",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","405"
77,"Kermadec and Subantarctic Islands",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"406"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Conducting outreach to American Samoan communities","Community presentations and/or workshops","Local residents; Schools, students, and educators","Development; Implementation","EE",1,"NOAA; Sanctuary staff; American Samoa Coastal Management Program staff",0,"Not specified",1,"Organize, host and support 12 school trips to the sanctuary visitor center on an annual basis. (OL – 4.4)",1,"Upon opening of the visitor center, annual assessment of number of school trips to this facility the sanctuary has hosted and supported that year.","407"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Developing formal education materials for local grades K-12","School presentations and/or workshops","Schools, students, and educators","Development; Implementation","EE",1,"NOAA; Sanctuary staff; ASDOE Science Division",0,"Not specified",1,"Retrofit the Hawaiian “Navigating Change” curriculum to make it applicable to American Samoa and the Samoan Archipelago within 4 years.",1,"Annually assess progress toward retrofitting the curriculum at end of years 1-3, and at end of year 4 assess whether this project is complete.","408"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Providing student leadership and internship opportunities","Local volunteer/steward program","Schools, students, and educators; Local youth residents","Development; Implementation","EE",1,"NOAA; Sanctuary staff; American Samoa Coastal Management Program staff",0,"Not specified",1,"Foster youth leadership through annual SOC Internship opportunity.",1,"Sanctuary staff will identify one student annually to serve as a sanctuary education intern.","409"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Training local volunteers as naturalists (Activity CH&CE-2.2)","Local volunteer/steward program","Local residents","Development; Implementation","EE",1,"NOAA; Sanctuary staff; American Samoa Coastal Management Program staff",0,"Not specified",1,"Will likely benefit natural and cultural resources as well as visitor experiences, through increased awareness and appropriate behavior, particularly as the promotion of the sanctuary attracts more tourists.",1,"Develop and implement a volunteer tour guide training program for residents in villages adjacent to sanctuary units within 3 years.","410"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Formalizing community involvement in sanctuary stewardship (Activity CH&CE-2.4)","Local volunteer/steward program","Local residents","Development; Implementation","EE and compliance",1,"NOAA; Sanctuary staff; American Samoa Coastal Management Program staff",0,"Not specified",1,"Increasing the public’s knowledge and understanding of the importance of sanctuary regulations will help to gain the greatest level of compliance and public support of sanctuary goals, as well as foster a sense of stewardship among sanctuary users and the local communities.",1,"Develop and implement a program to formalize community involvement in sanctuary stewardship within 3 years.","411"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Providing hands-on training in maritime archeology (see Activity CH&CE-4.5)","Community presentations and/or workshops","Local residents","Development; Implementation","EE",1,"NOAA; Sanctuary staff; American Samoa Coastal Management Program staff",0,"Not specified",1,"Develop education and outreach opportunities featuring maritime heritage assets in the sanctuary and American Samoa.",1,"Develop a maritime heritage and cultural resource protection plan within 5 years.","412"
78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)",1,"Community Outreach and Education (R8-B)","Conduct sanctuary outreach through television, radio and print media, as well as to develop a regular press release provided in English and Samoan to raise sanctuary awareness among media, decision makers and the public","Media marketing and science communication","Media journalists; General public; Local residents; Government officials; Visitors","Development; Implementation","EE",1,"NOAA; Sanctuary staff; American Samoa Coastal Management Program staff",0,"Not specified",1,"Using ONMS “Best Practices,” sanctuary staff will develop a comprehensive communications plan to raise sanctuary awareness locally, regionally, and nationally.",1,"Develop and implement an integrated communications plan to engage constituencies within 2 years after the management plan is released.","413"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Developing Training, Workshops and School Programs","School presentations and/or workshops","Schools, students, and educators; Organizations as potential collaborators; Government officials; Local tourism operators; General public; Visitors; Local residents","Development; Implementation","EE",1,"FKNMS Staff",1,"USD$1,250,000 5-year cost",1,"This strategy will enhance the knowledge base of local educators, both formal and informal, through environmental education workshops regarding the Keys’ natural and cultural resources, and will ensure that the education community within the Keys is receiving consistent, accurate scientific information.",0,"N/A","414"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Continuing the Education Working Group","School presentations and/or workshops","Schools, students, and educators; Organizations as potential collaborators; Government officials; Scientists; Media journalists","Development; Implementation","EE",1,"FKNMS Staff; Sanctuary Advisory Council; Working group members",1,"USD$5,000 5-year cost",1,"The Education Working Group (formerly the Education Advisory Board) will continue to work with the Sanctuary Advisory Council to introduce new ideas into the Education and Outreach Action Plan.",0,"N/A","415"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Establishing Public forums","Community presentations and/or workshops","General public; Local residents; Organizations as potential collaborators; Government officials; Media journalists","Development; Implementation","EE",1,"FKNMS Education staff",1,"USD$4,000 5-year cost",1,"The purpose of this strategy is to ensure public involvement throughout South Florida in Sanctuary activities by holding public meetings and promoting FKNMS awareness to extracurricular groups.",0,"N/A","416"
